variable_id,class_id,semantic_folder,standardized_english_name,standard_unit,primary_retained_value_column,approved_value_range_note,q4_lane,q4_batch_construct_status,owner_approval_status,runtime_status_after_this_batch,candidate_hit_count,candidate_hit_tables,candidate_numericitems_hit_count,candidate_preferred_table_hit_count,top_candidate_itemids,top_candidate_labels,source_boundary_caveat,next_action,audit_rationale,queue_reason,public_card_path,source_item_hits_file
std_potassium_stool,class1_event_level_numeric,laboratory,Stool potassium event,mEq/L,std_potassium_stool_meq_per_l_cleaned,"[1.0, 100.0] mEq/L",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,8,drugitems:4;numericitems:4,4,4,10285;9927;9556;6835;9001;8006;8999;9001,numericitems:10285:K (onv.ISE) (bloed) | numericitems:9927:Kalium (bloed) | numericitems:9556:Kalium Astrup | numericitems:6835:Kalium | drugitems:9001:Kaliumchloride (KCL),"Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_potassium_stool.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_potassium_urine,class1_event_level_numeric,laboratory,Urine potassium event,mEq/L,std_potassium_urine_meq_per_l_cleaned,"[2.0, 150.0] mEq/L",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,8,drugitems:4;numericitems:4,4,4,10285;9927;9556;6835;9001;8006;8999;9001,numericitems:10285:K (onv.ISE) (bloed) | numericitems:9927:Kalium (bloed) | numericitems:9556:Kalium Astrup | numericitems:6835:Kalium | drugitems:9001:Kaliumchloride (KCL),"Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_potassium_urine.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_promyelocyte_pct,class1_event_level_numeric,laboratory,Promyelocyte percentage event,percent,std_promyelocyte_pct_percent_cleaned,"[0.0, 100.0] percent",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,2,numericitems:2,2,2,14336;11868,numericitems:14336:Promyelocyten (bloed) | numericitems:11868:Promyelocyten % (bloed),"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_promyelocyte_pct.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_protein_c_activity,class1_event_level_numeric,laboratory,Protein C activity event,%,std_protein_c_activity_pct_cleaned,"[1.0, 350.0] %",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,24,drugitems:20;listitems:2;numericitems:2,2,2,18843;18618;12588;12586;12948;7314;12608;9156;19886;12587,numericitems:18843:IC NAS score | numericitems:18618:MC NAS score | drugitems:12588:Nutrison Protein Plus | drugitems:12586:Nutrison Standaard | drugitems:12948:Osmolite HP 1.0,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_protein_c_activity.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_protein_c_antigen,class1_event_level_numeric,laboratory,Protein C antigen event,%,std_protein_c_antigen_pct_cleaned,"[1.0, 220.0] %",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_manual_review_needed,not_owner_approved,not_runtime_constructed,25,drugitems:20;freetextitems:3;listitems:2,0,0,12588;12586;12948;7314;12608;9156;19886;12587;12609;20639,drugitems:12588:Nutrison Protein Plus | drugitems:12586:Nutrison Standaard | drugitems:12948:Osmolite HP 1.0 | drugitems:7314:Nutrison Standaard oud | drugitems:12608:Nutrison Concentrated,"Candidate dictionary evidence was built, but this queue remains bounded pending manual source review.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_protein_c_antigen.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_protein_creatinine_ratio_urine,class1_event_level_numeric,laboratory,Urine protein to creatinine ratio event,mg/mg,std_protein_creatinine_ratio_urine_mg_per_mg_cleaned,"[0.0, 50.0] mg/mg",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,77,drugitems:22;freetextitems:1;listitems:19;numericitems:35,35,35,12281;8877;8852;16239;12365;14333;19353;6709;12282;12279,numericitems:12281:Piek druk | numericitems:8877:Peak druk | numericitems:8852:P max | numericitems:16239:Zephyros Ppeak | numericitems:12365:Piek druk (2),"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_protein_creatinine_ratio_urine.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_protein_s_activity,class1_event_level_numeric,laboratory,Protein S activity event,%,std_protein_s_activity_pct_cleaned,"[1.0, 300.0] %",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,24,drugitems:20;listitems:2;numericitems:2,2,2,18843;18618;12588;12586;12948;7314;12608;9156;19886;12587,numericitems:18843:IC NAS score | numericitems:18618:MC NAS score | drugitems:12588:Nutrison Protein Plus | drugitems:12586:Nutrison Standaard | drugitems:12948:Osmolite HP 1.0,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_protein_s_activity.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_protein_s_antigen,class1_event_level_numeric,laboratory,Protein S antigen event,%,std_protein_s_antigen_pct_cleaned,"[1.0, 200.0] %",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_manual_review_needed,not_owner_approved,not_runtime_constructed,25,drugitems:20;freetextitems:3;listitems:2,0,0,12588;12586;12948;7314;12608;9156;19886;12587;12609;20639,drugitems:12588:Nutrison Protein Plus | drugitems:12586:Nutrison Standaard | drugitems:12948:Osmolite HP 1.0 | drugitems:7314:Nutrison Standaard oud | drugitems:12608:Nutrison Concentrated,"Candidate dictionary evidence was built, but this queue remains bounded pending manual source review.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_protein_s_antigen.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_rbc_count,class1_event_level_numeric,laboratory,Red blood cell count event,10^6/uL,std_rbc_count_10e6_per_ul_cleaned,"[0.2, 10.0] 10^6/uL",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,2,numericitems:2,2,2,9965;6779,numericitems:9965:Leuco's (bloed) | numericitems:6779:Leucocyten,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_rbc_count.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_respiratory_rate_setted,class1_event_level_numeric,device_support,respiratory rate set event,breaths_per_minute,std_respiratory_rate_setted_breaths_per_min_cleaned,"[0, 80] breaths_per_minute",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,184,drugitems:26;listitems:115;numericitems:43,43,43,8874;12266;12283;12287;8873;8850;7726;8853;6640;12279,numericitems:8874:Ademfrequentie Monitor | numericitems:12266:Ademfreq. | numericitems:12283:Adem Frequentie (Set) | numericitems:12287:SIMV Frequentie (Set) | numericitems:8873:Ademfrequentie Evita,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_respiratory_rate_setted.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_sodium_bg_whole_blood,class1_event_level_numeric,laboratory,Blood-gas whole-blood sodium event,mmol/L,std_sodium_bg_whole_blood_mmol_per_l_cleaned,"[80.0, 220.0] mmol/L",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,18,drugitems:14;numericitems:4,4,4,10284;9924;9555;6840;9424;7291;7293;8937;8939;8999,"numericitems:10284:Na (onv.ISE) (bloed) | numericitems:9924:Natrium (bloed) | numericitems:9555:Natrium Astrup | numericitems:6840:Natrium | drugitems:9424:NaCL 0,9% spuit","Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_sodium_bg_whole_blood.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_sodium_stool,class1_event_level_numeric,laboratory,Stool sodium event,mEq/L,std_sodium_stool_meq_per_l_cleaned,"[1.0, 200.0] mEq/L",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,18,drugitems:14;numericitems:4,4,4,10284;9924;9555;6840;9424;7291;7293;8937;8939;8999,"numericitems:10284:Na (onv.ISE) (bloed) | numericitems:9924:Natrium (bloed) | numericitems:9555:Natrium Astrup | numericitems:6840:Natrium | drugitems:9424:NaCL 0,9% spuit","Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_sodium_stool.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_sodium_urine,class1_event_level_numeric,laboratory,Urine sodium event,mEq/L,std_sodium_urine_meq_per_l_cleaned,"[5.0, 300.0] mEq/L",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,18,drugitems:14;numericitems:4,4,4,10284;9924;9555;6840;9424;7291;7293;8937;8939;8999,"numericitems:10284:Na (onv.ISE) (bloed) | numericitems:9924:Natrium (bloed) | numericitems:9555:Natrium Astrup | numericitems:6840:Natrium | drugitems:9424:NaCL 0,9% spuit","Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_sodium_urine.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_specific_gravity_urine,class1_event_level_numeric,laboratory,Urine specific gravity event,unitless,std_specific_gravity_urine_unitless_cleaned,"[1.001, 1.05] unitless",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,4,numericitems:4,4,4,10285;10284;9556;9555,numericitems:10285:K (onv.ISE) (bloed) | numericitems:10284:Na (onv.ISE) (bloed) | numericitems:9556:Kalium Astrup | numericitems:9555:Natrium Astrup,"Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_specific_gravity_urine.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_thrombin_time,class1_event_level_numeric,laboratory,Thrombin time event,sec,std_thrombin_time_seconds_cleaned,"[1.0, 200.0] sec",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,16,drugitems:2;freetextitems:1;numericitems:12;procedureorderitems:1,12,12,12576;12684;12573;20340;12574;11894;11893;12300;12380;6798,"numericitems:12576:Insp. Rise time (Set, sec) nieuw | numericitems:12684:Insp. Rise time (Set, %) nieuw | numericitems:12573:Insp. Time (sec) nieuw | numericitems:20340:MFT_FilterLooptijd | numericitems:12574:Pause Time (sec) nieuw","Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_thrombin_time.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_total_bilirubin_ascites,class1_event_level_numeric,laboratory,Ascites total bilirubin event,mg/dL,std_total_bilirubin_ascites_mg_per_dl_cleaned,"[0.0, 100.0] mg/dL",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,15,drugitems:4;freetextitems:1;numericitems:10,10,10,9945;17993;6813;20079;20707;20709;19262;6812;18851;9946,numericitems:9945:Bilirubine (bloed) | numericitems:17993:Bilirubine ascitesvocht (ascitesvocht) | numericitems:6813:Bili Totaal | numericitems:20079:MFT_Filtraatvolume_totaal | numericitems:20707:MFT_Predilutievolume_totaal,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_total_bilirubin_ascites.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_total_bilirubin_other_body_fluid,class1_event_level_numeric,laboratory,Other body fluid total bilirubin event,mg/dL,std_total_bilirubin_other_body_fluid_mg_per_dl_cleaned,"[0.0, 300.0] mg/dL",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,15,drugitems:4;freetextitems:1;numericitems:10,10,10,9945;18851;9946;17993;6813;20079;20707;20709;19262;6812,numericitems:9945:Bilirubine (bloed) | numericitems:18851:Bilirubine drainvocht (drain) | numericitems:9946:BILIRUBINE (overig) | numericitems:17993:Bilirubine ascitesvocht (ascitesvocht) | numericitems:6813:Bili Totaal,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_total_bilirubin_other_body_fluid.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_total_calcium,class1_event_level_numeric,laboratory,Total calcium event,mg/dL,std_total_calcium_mg_per_dl_cleaned,"[1.0, 20.0] mg/dL",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,31,drugitems:16;numericitems:14;procedureorderitems:1,14,14,20079;20707;20709;9933;9945;6817;19262;6813;10275;9934,numericitems:20079:MFT_Filtraatvolume_totaal | numericitems:20707:MFT_Predilutievolume_totaal | numericitems:20709:MFT_Postdilutievolume_totaal | numericitems:9933:Calcium totaal (bloed) | numericitems:9945:Bilirubine (bloed),"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_total_calcium.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_total_cholesterol_pleural,class1_event_level_numeric,laboratory,Pleural total cholesterol event,mg/dL,std_total_cholesterol_pleural_mg_per_dl_cleaned,"[1.0, 500.0] mg/dL",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,12,drugitems:4;numericitems:8,8,8,20079;20707;20709;9945;19262;9954;6813;6820;13019;8948,numericitems:20079:MFT_Filtraatvolume_totaal | numericitems:20707:MFT_Predilutievolume_totaal | numericitems:20709:MFT_Postdilutievolume_totaal | numericitems:9945:Bilirubine (bloed) | numericitems:19262:MRC Sum Score total,"Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_total_cholesterol_pleural.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_total_co2_bg,class1_event_level_numeric,laboratory,Blood-gas total CO2 event,mmol/L,std_total_co2_bg_mmol_per_l_cleaned,"[1, 80] mmol/L",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,10,drugitems:4;numericitems:6,6,6,9945;6813;20079;20707;20709;19262;13019;8948;18789;13042,numericitems:9945:Bilirubine (bloed) | numericitems:6813:Bili Totaal | numericitems:20079:MFT_Filtraatvolume_totaal | numericitems:20707:MFT_Predilutievolume_totaal | numericitems:20709:MFT_Postdilutievolume_totaal,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_total_co2_bg.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_total_hdl_cholesterol_ratio,class1_event_level_numeric,laboratory,Total/HDL cholesterol ratio event,ratio,std_total_hdl_cholesterol_ratio_cleaned,"[0.1, 50.0] ratio",Q4B_class1_blood_gas_or_calculated_numeric_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,63,drugitems:6;freetextitems:1;listitems:17;numericitems:39,39,39,20079;6709;12282;12279;12281;6707;14836;14849;14851;20078,numericitems:20079:MFT_Filtraatvolume_totaal | numericitems:6709:Saturatie (Monitor) | numericitems:12282:O2 concentratie (Set) | numericitems:12279:O2 concentratie | numericitems:12281:Piek druk,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_total_hdl_cholesterol_ratio.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_total_nucleated_cells_ascites,class1_event_level_numeric,laboratory,Ascites total nucleated cells event,#/uL,std_total_nucleated_cells_ascites_count_per_ul_cleaned,"[0.0, 500000.0] #/uL",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,14,drugitems:6;freetextitems:2;numericitems:6,6,6,20079;20707;20709;9945;19262;6813;8429;13019;8948;18789,numericitems:20079:MFT_Filtraatvolume_totaal | numericitems:20707:MFT_Predilutievolume_totaal | numericitems:20709:MFT_Postdilutievolume_totaal | numericitems:9945:Bilirubine (bloed) | numericitems:19262:MRC Sum Score total,"Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_total_nucleated_cells_ascites.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_total_nucleated_cells_csf,class1_event_level_numeric,laboratory,CSF total nucleated cells event,#/uL,std_total_nucleated_cells_csf_count_per_ul_cleaned,"[0.0, 600000.0] #/uL",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,14,drugitems:6;freetextitems:2;numericitems:6,6,6,20079;20707;20709;9945;19262;6813;8429;13019;8948;18789,numericitems:20079:MFT_Filtraatvolume_totaal | numericitems:20707:MFT_Predilutievolume_totaal | numericitems:20709:MFT_Postdilutievolume_totaal | numericitems:9945:Bilirubine (bloed) | numericitems:19262:MRC Sum Score total,"Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_total_nucleated_cells_csf.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_total_nucleated_cells_joint_fluid,class1_event_level_numeric,laboratory,Joint fluid total nucleated cells event,#/uL,std_total_nucleated_cells_joint_fluid_count_per_ul_cleaned,"[0.0, 1000000.0] #/uL",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,14,drugitems:6;freetextitems:2;numericitems:6,6,6,20079;20707;20709;9945;19262;6813;8429;13019;8948;18789,numericitems:20079:MFT_Filtraatvolume_totaal | numericitems:20707:MFT_Predilutievolume_totaal | numericitems:20709:MFT_Postdilutievolume_totaal | numericitems:9945:Bilirubine (bloed) | numericitems:19262:MRC Sum Score total,"Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_total_nucleated_cells_joint_fluid.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_total_nucleated_cells_other_body_fluid,class1_event_level_numeric,laboratory,Other body fluid total nucleated cells event,#/uL,std_total_nucleated_cells_other_body_fluid_count_per_ul_cleaned,"[0.0, 500000.0] #/uL",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,14,drugitems:6;freetextitems:2;numericitems:6,6,6,20079;20707;20709;9945;19262;6813;8429;13019;8948;18789,numericitems:20079:MFT_Filtraatvolume_totaal | numericitems:20707:MFT_Predilutievolume_totaal | numericitems:20709:MFT_Postdilutievolume_totaal | numericitems:9945:Bilirubine (bloed) | numericitems:19262:MRC Sum Score total,"Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_total_nucleated_cells_other_body_fluid.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_total_nucleated_cells_pleural,class1_event_level_numeric,laboratory,Pleural total nucleated cells event,#/uL,std_total_nucleated_cells_pleural_count_per_ul_cleaned,"[0.0, 500000.0] #/uL",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,14,drugitems:6;freetextitems:2;numericitems:6,6,6,20079;20707;20709;9945;19262;6813;8429;13019;8948;18789,numericitems:20079:MFT_Filtraatvolume_totaal | numericitems:20707:MFT_Predilutievolume_totaal | numericitems:20709:MFT_Postdilutievolume_totaal | numericitems:9945:Bilirubine (bloed) | numericitems:19262:MRC Sum Score total,"Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_total_nucleated_cells_pleural.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
